CO2,pressure,temperature,humidity,date_time
523,1007.84,23.52,53.94,2022-08-18T12:38:24Z
523,1007.85,23.52,54,2022-08-18T12:38:29Z
524,1007.83,23.53,54.28,2022-08-18T12:38:34Z
524,1007.82,23.51,54.08,2022-08-18T12:38:39Z
524,1007.79,23.45,54.08,2022-08-18T12:38:44Z
525,1007.82,23.43,54.15,2022-08-18T12:38:50Z
525,1007.81,23.42,54.21,2022-08-18T12:38:55Z
526,1007.81,23.49,54.2,2022-08-18T12:39:00Z
525,1007.82,23.54,53.99,2022-08-18T12:39:05Z
525,1007.81,23.55,53.89,2022-08-18T12:39:10Z
527,1007.82,23.61,53.79,2022-08-18T12:39:20Z
527,1007.81,23.6,53.79,2022-08-18T12:39:25Z
527,1007.84,23.62,53.75,2022-08-18T12:39:30Z
527,1007.85,23.65,53.63,2022-08-18T12:39:35Z
526,1007.81,23.66,53.59,2022-08-18T12:39:40Z
526,1007.83,23.68,53.64,2022-08-18T12:39:45Z
526,1007.84,23.67,53.76,2022-08-18T12:39:50Z
526,1007.81,23.71,53.67,2022-08-18T12:39:55Z
526,1007.85,23.73,53.76,2022-08-18T12:40:00Z
527,1007.88,23.78,53.67,2022-08-18T12:40:05Z
528,1007.87,23.81,53.57,2022-08-18T12:40:10Z
528,1007.87,23.84,53.58,2022-08-18T12:40:15Z
528,1007.89,23.88,53.74,2022-08-18T12:40:20Z
529,1007.89,23.9,53.55,2022-08-18T12:40:25Z
528,1007.89,23.86,53.23,2022-08-18T12:40:30Z
529,1007.87,23.93,53.18,2022-08-18T12:40:35Z
529,1007.83,23.96,53.04,2022-08-18T12:40:40Z
529,1007.81,24.01,53,2022-08-18T12:40:45Z
529,1007.81,24.04,52.92,2022-08-18T12:40:50Z
529,1007.83,24.04,52.96,2022-08-18T12:40:55Z
529,1007.82,24.04,52.79,2022-08-18T12:41:00Z
530,1007.81,24.04,52.73,2022-08-18T12:41:05Z
532,1007.8,24.05,52.73,2022-08-18T12:41:10Z
532,1007.81,24.02,52.79,2022-08-18T12:41:15Z
532,1007.83,23.97,52.91,2022-08-18T12:41:20Z
541,1007.91,24.35,52.17,2022-08-18T12:44:27Z
541,1007.92,24.4,52.84,2022-08-18T12:44:32Z
541,1007.92,24.4,52.03,2022-08-18T12:44:37Z
540,1007.92,24.39,51.93,2022-08-18T12:44:42Z
541,1007.92,24.4,51.88,2022-08-18T12:44:47Z
541,1007.92,24.41,51.83,2022-08-18T12:44:52Z
542,1007.95,24.4,51.92,2022-08-18T12:44:57Z
541,1007.92,24.39,51.84,2022-08-18T12:45:02Z
541,1007.89,24.36,51.82,2022-08-18T12:45:07Z
542,1007.96,24.4,51.81,2022-08-18T12:45:12Z
541,1007.89,24.33,51.86,2022-08-18T12:45:17Z
542,1007.93,24.3,51.86,2022-08-18T12:45:22Z
542,1007.9,24.29,51.95,2022-08-18T12:45:27Z
543,1007.94,24.25,52.02,2022-08-18T12:45:32Z
543,1007.94,24.24,52.06,2022-08-18T12:45:37Z
543,1007.91,24.25,52.08,2022-08-18T12:45:42Z
542,1007.91,24.24,52.08,2022-08-18T12:45:47Z
542,1007.91,24.24,52.08,2022-08-18T12:45:52Z
543,1007.93,24.25,52.17,2022-08-18T12:45:57Z
542,1007.94,24.25,52.18,2022-08-18T12:46:02Z
542,1007.97,24.25,52.29,2022-08-18T12:46:07Z
542,1007.94,24.22,52.44,2022-08-18T12:46:12Z
543,1007.94,24.23,52.63,2022-08-18T12:46:17Z
543,1007.93,24.21,52.27,2022-08-18T12:46:22Z
543,1007.92,24.2,52.28,2022-08-18T12:46:28Z
543,1007.94,24.21,52.3,2022-08-18T12:46:33Z
543,1007.91,24.24,52.34,2022-08-18T12:46:38Z
543,1007.96,24.29,52.34,2022-08-18T12:46:43Z
543,1007.96,24.28,52.36,2022-08-18T12:46:48Z
543,1007.95,24.22,52.45,2022-08-18T12:46:53Z
